Name
Karvina
Teplice
Jihlava
Frydek-Mistek
Opava
Most
Kladno
Havirov
Zlin
Usti nad Labem
Pardubice
Hradec Kralove
Ceske Budejovice
Olomouc
Liberec
Plzen
Ostrava
Brno
Prague
