Name
Biysk
Lyubertsy
Pskov
Mytishchi
Korolev
Velikiy Novgorod
Angarsk
Staryy Oskol
Blagoveshchensk
Kolpino
Orsk
Noginsk
Dzerzhinsk
Bratsk
Shakhty
Nizhnekamsk
Syktyvkar
Komsomol'sk-na-Amure
Taganrog
Khimki
Engels
Nalchik
Yoshkar-Ola
Murmansk
Novorossiysk
Kostroma
Petrozavodsk
Nizhnevartovsk
Sterlitamak
Tambov
Groznyy
Podolsk
Orel
Vladikavkaz
Kurgan
Yakutsk
Vologda
Cherepovets
Saransk
Smolensk
Volzhskiy
Kaluga
Belgorod
Chita
Arkhangelsk
Vladimir
Nizhniy Tagil
Surgut
Bryansk
Ivanovo
Sochi
Magnitogorsk
Tver
Ulan-Ude
Stavropol
Kursk
Tula
Balashikha
Cheboksary
Kaliningrad
Kirov
Lipetsk
Penza
Astrakhan
Naberezhnyye Chelny
Ryazan
Novokuznetsk
Kemerovo
Orenburg
Tomsk
Vladivostok
Yaroslavl
Khabarovsk
Irkutsk
Ulyanovsk
Barnaul
Izhevsk
Makhachkala
Tolyatti
Saratov
Tyumen
Krasnodar
Volgograd
Perm
Voronezh
Krasnoyarsk
Ufa
Rostov
Samara
Omsk
Chelyabinsk
Nizhniy Novgorod
Kazan
Yekaterinburg
Novosibirsk
Saint Petersburg
Moscow
